"Jul.Day","YYYY/MM/DD","Wdy","CAD/USD","EUR/USD","GBP/USD","JPY/USD","AUD/USD","CNY/USD"
2458992,"2020/05/22","Fri",1.4015,0.91769,0.82118,107.56,1.5322,7.1323
2458995,"2020/05/25","Mon",1.3984,0.91759,0.82018,107.73,1.5280,7.1347
2458996,"2020/05/26","Tue",1.3804,0.91091,0.81043,107.59,1.5037,7.1338
2458997,"2020/05/27","Wed",1.3780,0.90993,0.81625,107.74,1.5146,7.1696
2458998,"2020/05/28","Thu",1.3764,0.90410,0.81199,107.70,1.5034,7.1464
2458999,"2020/05/29","Fri",1.3787,0.90029,0.81086,107.63,1.5045,7.1361
2459002,"2020/06/01","Mon",1.3630,0.89896,0.80280,107.66,1.4769,7.1324
2459003,"2020/06/02","Tue",1.3515,0.89497,0.79716,108.55,1.4545,7.1019
2459004,"2020/06/03","Wed",1.3504,0.89071,0.79459,108.82,1.4444,7.1149
2459005,"2020/06/04","Thu",1.3508,0.88409,0.79445,108.94,1.4419,7.1132
2459006,"2020/06/05","Fri",1.3429,0.88500,0.78850,109.62,1.4341,7.0865
2459009,"2020/06/08","Mon",1.3383,0.88506,0.78770,108.63,1.4290,7.0735
2459010,"2020/06/09","Tue",1.3423,0.88216,0.78626,107.82,1.4373,7.0796
2459011,"2020/06/10","Wed",1.3390,0.87947,0.78336,107.29,1.4264,7.0622
2459012,"2020/06/11","Thu",1.3553,0.88098,0.79174,106.80,1.4529,7.0662
2459013,"2020/06/12","Fri",1.3596,0.88811,0.79775,107.39,1.4591,7.0812
2459016,"2020/06/15","Mon",1.3604,0.88637,0.79597,107.37,1.4561,7.0928
2459017,"2020/06/16","Tue",1.3558,0.88736,0.79361,107.35,1.4494,7.0836
2459018,"2020/06/17","Wed",1.3555,0.89043,0.79731,107.24,1.4496,7.0857
2459019,"2020/06/18","Thu",1.3589,0.89178,0.80461,106.83,1.4595,7.0887
2459020,"2020/06/19","Fri",1.3587,0.89265,0.80841,106.90,1.4569,7.0729
2459023,"2020/06/22","Mon",1.3545,0.88901,0.80352,106.91,1.4485,7.0694
2459024,"2020/06/23","Tue",1.3516,0.88323,0.79920,106.43,1.4386,7.0616
2459025,"2020/06/24","Wed",1.3591,0.88737,0.80335,106.85,1.4522,7.0786
2459026,"2020/06/25","Thu",1.3645,0.89136,0.80558,107.19,1.4552,7.0773
2459027,"2020/06/26","Fri",1.3676,0.89123,0.80981,107.18,1.4571,7.0787
2459030,"2020/06/29","Mon",1.3682,0.88908,0.81368,107.65,1.4583,7.0781
2459031,"2020/06/30","Tue",1.3628,0.89043,0.80965,107.82,1.4526,7.0685
2459033,"2020/07/02","Thu",1.3586,0.88919,0.80144,107.57,1.4442,7.0687
2459034,"2020/07/03","Fri",1.3565,0.88968,0.80219,107.49,1.4408,7.0651
2459037,"2020/07/06","Mon",1.3543,0.88366,0.80018,107.48,1.4334,7.0207
2459038,"2020/07/07","Tue",1.3583,0.88564,0.79628,107.55,1.4366,7.0160
2459039,"2020/07/08","Wed",1.3538,0.88299,0.79430,107.36,1.4352,7.0072
2459040,"2020/07/09","Thu",1.3555,0.88433,0.79186,107.24,1.4351,6.9907
2459041,"2020/07/10","Fri",1.3594,0.88462,0.79159,106.87,1.4385,7.0000
2459044,"2020/07/13","Mon",1.3567,0.88057,0.79348,107.25,1.4338,6.9969
2459045,"2020/07/14","Tue",1.3616,0.87772,0.79756,107.21,1.4360,7.0113
2459046,"2020/07/15","Wed",1.3534,0.87582,0.79350,106.90,1.4264,6.9871
2459047,"2020/07/16","Thu",1.3543,0.87657,0.79520,107.23,1.4312,6.9917
2459048,"2020/07/17","Fri",1.3574,0.87461,0.79692,107.05,1.4303,6.9933
2459051,"2020/07/20","Mon",1.3543,0.87442,0.79074,107.23,1.4274,6.9845
2459052,"2020/07/21","Tue",1.3446,0.87018,0.78535,106.88,1.4059,6.9813
2459053,"2020/07/22","Wed",1.3420,0.86358,0.78581,107.19,1.3991,6.9969
2459054,"2020/07/23","Thu",1.3392,0.86255,0.78569,106.96,1.4058,7.0042
2459055,"2020/07/24","Fri",1.3421,0.85988,0.78243,105.93,1.4099,7.0157
2459058,"2020/07/27","Mon",1.3378,0.85086,0.77689,105.34,1.4010,7.0005
2459059,"2020/07/28","Tue",1.3373,0.85276,0.77354,105.13,1.3975,7.0016
2459060,"2020/07/29","Wed",1.3360,0.84982,0.77047,105.03,1.3937,7.0021
2459061,"2020/07/30","Thu",1.3432,0.84739,0.76592,105.02,1.3980,7.0068
2459062,"2020/07/31","Fri",1.3404,0.84669,0.76198,105.63,1.3968,6.9740
2459066,"2020/08/04","Tue",1.3372,0.84999,0.76666,105.87,1.3996,6.9755
2459067,"2020/08/05","Wed",1.3262,0.84198,0.76144,105.51,1.3865,6.9362
2459068,"2020/08/06","Thu",1.3292,0.84319,0.76037,105.49,1.3852,6.9519
2459069,"2020/08/07","Fri",1.3377,0.84853,0.76619,105.83,1.3949,6.9672
2459072,"2020/08/10","Mon",1.3354,0.85052,0.76475,105.90,1.3967,6.9625
2459073,"2020/08/11","Tue",1.3291,0.84981,0.76403,106.41,1.3961,6.9477
2459074,"2020/08/12","Wed",1.3254,0.84820,0.76710,106.89,1.3963,6.9393
2459075,"2020/08/13","Thu",1.3217,0.84573,0.76443,106.93,1.3967,6.9454
2459076,"2020/08/14","Fri",1.3250,0.84513,0.76312,106.51,1.3955,6.9517
2459079,"2020/08/17","Mon",1.3207,0.84277,0.76345,106.08,1.3874,6.9328
2459080,"2020/08/18","Tue",1.3170,0.83789,0.75612,105.44,1.3811,6.9207
2459081,"2020/08/19","Wed",1.3171,0.84063,0.75918,105.71,1.3826,6.9175
2459082,"2020/08/20","Thu",1.3195,0.84405,0.75951,105.90,1.3944,6.9156
2459083,"2020/08/21","Fri",1.3205,0.84909,0.76391,105.89,1.3977,6.9209
2459086,"2020/08/24","Mon",1.3207,0.84666,0.76452,105.91,1.3937,6.9183
2459087,"2020/08/25","Tue",1.3194,0.84588,0.76130,106.40,1.3927,6.9115
2459088,"2020/08/26","Wed",1.3155,0.84631,0.75826,106.09,1.3844,6.8874
2459089,"2020/08/27","Thu",1.3129,0.84638,0.75737,106.39,1.3791,6.8919
2459090,"2020/08/28","Fri",1.3097,0.84084,0.75059,105.37,1.3611,6.8643
2459093,"2020/08/31","Mon",1.3042,0.83747,0.74859,105.95,1.3550,6.8462
2459094,"2020/09/01","Tue",1.3055,0.83729,0.74545,105.97,1.3559,6.8279
2459095,"2020/09/02","Wed",1.3067,0.84467,0.75059,106.24,1.3658,6.8342
2459096,"2020/09/03","Thu",1.3123,0.84463,0.75350,106.17,1.3733,6.8420
2459097,"2020/09/04","Fri",1.3089,0.84565,0.75524,106.33,1.3758,6.8421
2459101,"2020/09/08","Tue",1.3191,0.84819,0.76781,105.95,1.3826,6.8453
2459102,"2020/09/09","Wed",1.3173,0.84703,0.76990,106.23,1.3753,6.8360
2459103,"2020/09/10","Thu",1.3162,0.84280,0.77716,106.15,1.3728,6.8339
2459104,"2020/09/11","Fri",1.3186,0.84461,0.78144,106.17,1.3734,6.8357
2459107,"2020/09/14","Mon",1.3175,0.84234,0.77678,105.74,1.3717,6.8123
2459108,"2020/09/15","Tue",1.3176,0.84343,0.77615,105.41,1.3679,6.7813
2459109,"2020/09/16","Wed",1.3168,0.84502,0.77055,104.92,1.3657,6.7563
2459110,"2020/09/17","Thu",1.3200,0.84599,0.77315,104.68,1.3707,6.7658
2459111,"2020/09/18","Fri",1.3186,0.84374,0.77242,104.40,1.3693,6.7690
2459114,"2020/09/21","Mon",1.3293,0.85081,0.78075,104.59,1.3853,6.8030
2459115,"2020/09/22","Tue",1.3310,0.85326,0.78437,104.89,1.3921,6.7770
2459116,"2020/09/23","Wed",1.3358,0.85634,0.78484,105.35,1.4089,6.8084
2459117,"2020/09/24","Thu",1.3374,0.85780,0.78458,105.39,1.4199,6.8304
2459118,"2020/09/25","Fri",1.3396,0.86010,0.78624,105.56,1.4239,6.8242
2459121,"2020/09/28","Mon",1.3378,0.85745,0.77788,105.50,1.4155,6.8116
2459122,"2020/09/29","Tue",1.3391,0.85266,0.77791,105.69,1.4038,6.8148
2459123,"2020/09/30","Wed",1.3339,0.85337,0.77557,105.53,1.3975,6.7952
2459124,"2020/10/01","Thu",1.3292,0.85140,0.77536,105.58,1.3914,6.7920
2459125,"2020/10/02","Fri",1.3310,0.85359,0.77321,105.30,1.3969,6.7908
2459128,"2020/10/05","Mon",1.3269,0.84889,0.77074,105.64,1.3923,6.7907
2459129,"2020/10/06","Tue",1.3272,0.84876,0.77244,105.58,1.3982,6.7922
2459130,"2020/10/07","Wed",1.3275,0.84971,0.77505,105.95,1.4005,6.7903
2459131,"2020/10/08","Thu",1.3220,0.85087,0.77342,106.01,1.3966,6.7899
2459132,"2020/10/09","Fri",1.3136,0.84617,0.76900,105.68,1.3838,6.6952
2459136,"2020/10/13","Tue",1.3133,0.85102,0.77117,105.57,1.3959,6.7453
2459137,"2020/10/14","Wed",1.3139,0.85059,0.76751,105.11,1.3941,6.7173
2459138,"2020/10/15","Thu",1.3230,0.85471,0.77436,105.33,1.4122,6.7260
2459139,"2020/10/16","Fri",1.3192,0.85302,0.77400,105.37,1.4115,6.6964
2459142,"2020/10/19","Mon",1.3165,0.84881,0.77020,105.40,1.4109,6.6827
2459143,"2020/10/20","Tue",1.3138,0.84565,0.77260,105.61,1.4183,6.6792
2459144,"2020/10/21","Wed",1.3122,0.84272,0.76109,104.56,1.4048,6.6508
2459145,"2020/10/22","Thu",1.3142,0.84580,0.76394,104.80,1.4063,6.6846
2459146,"2020/10/23","Fri",1.3140,0.84404,0.76654,104.78,1.4034,6.6836
2459149,"2020/10/26","Mon",1.3201,0.84633,0.76804,104.94,1.4041,6.7112
2459150,"2020/10/27","Tue",1.3164,0.84558,0.76606,104.48,1.4012,6.7061
2459151,"2020/10/28","Wed",1.3302,0.85165,0.77064,104.33,1.4169,6.7284
2459152,"2020/10/29","Thu",1.3349,0.85647,0.77385,104.53,1.4237,6.7148
2459153,"2020/10/30","Fri",1.3318,0.85740,0.77188,104.62,1.4212,6.6891
2459156,"2020/11/02","Mon",1.3257,0.85967,0.77476,104.80,1.4195,6.6921
2459157,"2020/11/03","Tue",1.3145,0.85379,0.76732,104.57,1.3990,6.6794
2459158,"2020/11/04","Wed",1.3138,0.85362,0.76965,104.44,1.3947,6.6555
2459159,"2020/11/05","Thu",1.3051,0.84593,0.76317,103.66,1.3771,6.6081
2459160,"2020/11/06","Fri",1.3039,0.84177,0.76056,103.32,1.3763,6.6121
2459163,"2020/11/09","Mon",1.2970,0.84457,0.76012,105.36,1.3707,6.6241
2459164,"2020/11/10","Tue",1.3017,0.84636,0.75500,105.32,1.3748,6.6177
2459166,"2020/11/12","Thu",1.3123,0.84714,0.76137,105.15,1.3790,6.6144
2459167,"2020/11/13","Fri",1.3147,0.84558,0.75906,104.67,1.3778,6.6065
2459170,"2020/11/16","Mon",1.3085,0.84479,0.75820,104.60,1.3680,6.5853
2459171,"2020/11/17","Tue",1.3094,0.84254,0.75457,104.17,1.3692,6.5568
2459172,"2020/11/18","Wed",1.3063,0.84277,0.75269,103.84,1.3668,6.5610
2459173,"2020/11/19","Thu",1.3083,0.84412,0.75559,103.92,1.3746,6.5843
2459174,"2020/11/20","Fri",1.3071,0.84313,0.75294,103.82,1.3678,6.5650
2459177,"2020/11/23","Mon",1.3082,0.84395,0.75020,104.24,1.3713,6.5838
2459178,"2020/11/24","Tue",1.3033,0.84231,0.74954,104.60,1.3616,6.5890
2459179,"2020/11/25","Wed",1.3003,0.83961,0.74790,104.36,1.3596,6.5771
2459180,"2020/11/26","Thu",1.3013,0.83987,0.74938,104.27,1.3585,6.5755
2459181,"2020/11/27","Fri",1.2985,0.83688,0.75067,104.05,1.3537,6.5780
2459184,"2020/11/30","Mon",1.2965,0.83597,0.74916,104.30,1.3584,6.5779
2459185,"2020/12/01","Tue",1.2952,0.83143,0.74673,104.37,1.3587,6.5713
2459186,"2020/12/02","Wed",1.2934,0.82725,0.74958,104.56,1.3539,6.5622
2459187,"2020/12/03","Thu",1.2880,0.82305,0.74236,103.87,1.3440,6.5447
2459188,"2020/12/04","Fri",1.2801,0.82332,0.74209,104.07,1.3452,6.5311
2459191,"2020/12/07","Mon",1.2801,0.82428,0.74947,103.99,1.3451,6.5311
2459192,"2020/12/08","Tue",1.2808,0.82563,0.74905,104.13,1.3492,6.5314
2459193,"2020/12/09","Wed",1.2803,0.82749,0.74618,104.26,1.3419,6.5422
2459194,"2020/12/10","Thu",1.2734,0.82463,0.75238,104.29,1.3298,6.5437
2459195,"2020/12/11","Fri",1.2769,0.82530,0.75704,103.98,1.3272,6.5449
2459198,"2020/12/14","Mon",1.2757,0.82298,0.74922,103.97,1.3246,6.5488
2459199,"2020/12/15","Tue",1.2722,0.82290,0.74563,103.77,1.3245,6.5409
2459200,"2020/12/16","Wed",1.2753,0.82108,0.74098,103.60,1.3222,6.5333
2459201,"2020/12/17","Thu",1.2718,0.81583,0.73548,103.06,1.3117,6.5321
2459202,"2020/12/18","Fri",1.2775,0.81692,0.74062,103.36,1.3138,6.5379
2459205,"2020/12/21","Mon",1.2849,0.81804,0.74847,103.45,1.3222,6.5489
2459206,"2020/12/22","Tue",1.2908,0.82060,0.74838,103.60,1.3274,6.5423
2459207,"2020/12/23","Wed",1.2856,0.82047,0.74106,103.51,1.3199,6.5392
2459208,"2020/12/24","Thu",1.2835,0.82044,0.73714,103.68,1.3160,6.5318
2459213,"2020/12/29","Tue",1.2806,0.81629,0.74092,103.61,1.3137,6.5303
2459214,"2020/12/30","Wed",1.2769,0.81378,0.73499,103.23,1.3026,6.5248
2459215,"2020/12/31","Thu",1.2732,0.81573,0.73252,103.09,1.2946,6.5326
